,Country,Year,Month,Activity_new,Injuries_new,Type_new,occurence_per_month
875,AUSTRALIA,2013,Jan,Fishing,Other Inury,Unprovoked,1.0
876,AUSTRALIA,2013,Jan,Other,Laceration,Unprovoked,1.0
877,AUSTRALIA,2013,Jul,Other,No injury,Unprovoked,1.0
878,AUSTRALIA,2013,Jun,Other,No injury,Unprovoked,1.0
879,AUSTRALIA,2013,Mar,Fishing,Laceration,Unprovoked,1.0
880,AUSTRALIA,2013,Nov,Other,Fatal,Unprovoked,2.0
881,AUSTRALIA,2013,Nov,Other,No injury,Unprovoked,1.0
882,AUSTRALIA,2013,Oct,Diving,Laceration,Unprovoked,1.0
883,AUSTRALIA,2013,Oct,Fishing,No injury,Unprovoked,1.0
884,AUSTRALIA,2013,Oct,Other,Other Inury,Unprovoked,2.0
885,AUSTRALIA,2014,Apr,Fishing,No injury,Unprovoked,1.0
886,AUSTRALIA,2014,Apr,Swimming,Fatal,Unprovoked,1.0
887,AUSTRALIA,2014,Aug,Fishing,Laceration,Unprovoked,1.0
888,AUSTRALIA,2014,Dec,Fishing,Fatal,Unprovoked,2.0
889,AUSTRALIA,2014,Dec,Fishing,Laceration,Provoked,1.0
890,AUSTRALIA,2014,Dec,Other,Laceration,Unprovoked,1.0
891,AUSTRALIA,2014,Feb,Fishing,Fatal,Unprovoked,1.0
892,AUSTRALIA,2014,Jan,Fishing,Laceration,Provoked,1.0
893,AUSTRALIA,2014,Jun,Other,Laceration,Provoked,1.0
894,AUSTRALIA,2014,Jun,Other,Laceration,Unprovoked,2.0
895,AUSTRALIA,2014,Jun,Other,No injury,Unprovoked,2.0
896,AUSTRALIA,2014,Mar,Other,No injury,Unprovoked,1.0
897,AUSTRALIA,2014,Mar,Swimming,Laceration,Unprovoked,1.0
898,AUSTRALIA,2014,May,Other,Laceration,Provoked,1.0
899,AUSTRALIA,2014,May,Other,Laceration,Unprovoked,1.0
900,AUSTRALIA,2014,May,Other,No injury,Unprovoked,1.0
901,AUSTRALIA,2014,Nov,Fishing,No injury,Unprovoked,1.0
902,AUSTRALIA,2014,Nov,Other,No injury,Unprovoked,2.0
903,AUSTRALIA,2014,Oct,Other,Laceration,Provoked,1.0
904,AUSTRALIA,2014,Oct,Other,Laceration,Unprovoked,2.0
905,AUSTRALIA,2014,Oct,Other,No injury,Unprovoked,1.0
906,AUSTRALIA,2014,Sep,Swimming,Fatal,Unprovoked,1.0
907,AUSTRALIA,2015,Apr,Other,Other Inury,Unprovoked,2.0
908,AUSTRALIA,2015,Aug,Other,Laceration,Unprovoked,1.0
909,AUSTRALIA,2015,Dec,Fishing,No injury,Unprovoked,1.0
910,AUSTRALIA,2015,Dec,Other,No injury,Unprovoked,1.0
911,AUSTRALIA,2015,Feb,Other,Fatal,Unprovoked,1.0
912,AUSTRALIA,2015,Feb,Other,Laceration,Unprovoked,2.0
913,AUSTRALIA,2015,Jan,Fishing,No injury,Unprovoked,1.0
914,AUSTRALIA,2015,Jan,Other,No injury,Unprovoked,2.0
915,AUSTRALIA,2015,Jan,Other,Other Inury,Unprovoked,1.0
916,AUSTRALIA,2015,Jul,Other,Fatal,Unprovoked,1.0
917,AUSTRALIA,2015,Jul,Other,Laceration,Unprovoked,1.0
918,AUSTRALIA,2015,Jul,Other,No injury,Unprovoked,1.0
919,AUSTRALIA,2015,Jul,Other,Other Inury,Unprovoked,2.0
920,AUSTRALIA,2015,Jun,Other,Laceration,Unprovoked,1.0
921,AUSTRALIA,2015,Jun,Other,No injury,Unprovoked,1.0
922,AUSTRALIA,2015,Jun,Other,Other Inury,Unprovoked,1.0
923,AUSTRALIA,2015,Jun,Swimming,Laceration,Provoked,1.0
924,AUSTRALIA,2015,Mar,Fishing,Other Inury,Unprovoked,1.0
925,AUSTRALIA,2015,May,Other,Other Inury,Unprovoked,1.0
926,AUSTRALIA,2015,Nov,Other,Other Inury,Unprovoked,1.0
927,AUSTRALIA,2015,Oct,Fishing,No injury,Unprovoked,1.0
928,AUSTRALIA,2015,Oct,Other,Other Inury,Unprovoked,1.0
929,AUSTRALIA,2015,Sep,Diving,Laceration,Unprovoked,1.0
930,AUSTRALIA,2015,Sep,Other,Laceration,Unprovoked,1.0
931,AUSTRALIA,2015,Sep,Other,Other Inury,Unprovoked,1.0
932,AUSTRALIA,2016,Apr,Swimming,Laceration,Unprovoked,1.0
933,AUSTRALIA,2016,Dec,Diving,Other Inury,Unprovoked,2.0
934,AUSTRALIA,2016,Dec,Fishing,Laceration,Provoked,1.0
935,AUSTRALIA,2016,Dec,Other,Other Inury,Unprovoked,1.0
936,AUSTRALIA,2016,Feb,Other,No injury,Unprovoked,1.0
937,AUSTRALIA,2016,Feb,Other,Other Inury,Unprovoked,1.0
938,AUSTRALIA,2016,Jan,Fishing,Laceration,Unprovoked,1.0
939,AUSTRALIA,2016,Jan,Other,Laceration,Unprovoked,1.0
940,AUSTRALIA,2016,Jan,Swimming,Laceration,Unprovoked,1.0
941,AUSTRALIA,2016,Jul,Fishing,Laceration,Provoked,1.0
942,AUSTRALIA,2016,Jul,Fishing,Other Inury,Provoked,1.0
943,AUSTRALIA,2016,Jul,Other,No injury,Unprovoked,3.0
944,AUSTRALIA,2016,Jun,Fishing,No injury,Provoked,1.0
945,AUSTRALIA,2016,Jun,Other,Fatal,Unprovoked,1.0
946,AUSTRALIA,2016,Mar,Fishing,Laceration,Unprovoked,1.0
947,AUSTRALIA,2016,Mar,Other,No injury,Unprovoked,1.0
948,AUSTRALIA,2016,Mar,Other,Other Inury,Unprovoked,1.0
949,AUSTRALIA,2016,May,Other,Fatal,Unprovoked,1.0
950,AUSTRALIA,2016,Nov,Fishing,Laceration,Provoked,1.0
951,AUSTRALIA,2016,Oct,Other,Laceration,Unprovoked,2.0
952,AUSTRALIA,2016,Oct,Other,Other Inury,Unprovoked,1.0
953,AUSTRALIA,2016,Sep,Fishing,No injury,Unprovoked,1.0
954,AUSTRALIA,2016,Sep,Other,Laceration,Unprovoked,1.0
955,AUSTRALIA,2016,Sep,Other,No injury,Unprovoked,2.0
956,AUSTRALIA,2016,Sep,Other,Other Inury,Unprovoked,1.0
957,AUSTRALIA,2017,Apr,Other,Fatal,Unprovoked,1.0
958,AUSTRALIA,2017,Apr,Other,No injury,Unprovoked,1.0
959,AUSTRALIA,2017,Aug,Other,No injury,Unprovoked,1.0
960,AUSTRALIA,2017,Feb,Diving,Other Inury,Unprovoked,1.0
961,AUSTRALIA,2017,Feb,Fishing,Other Inury,Unprovoked,1.0
962,AUSTRALIA,2017,Feb,Other,No injury,Unprovoked,1.0
963,AUSTRALIA,2017,Jan,Diving,Other Inury,Unprovoked,1.0
964,AUSTRALIA,2017,Jan,Swimming,Other Inury,Unprovoked,1.0
965,AUSTRALIA,2017,Jul,Other,No injury,Unprovoked,1.0
966,AUSTRALIA,2017,Jun,Other,No injury,Unprovoked,2.0
967,AUSTRALIA,2017,Mar,Other,No injury,Unprovoked,1.0
968,AUSTRALIA,2017,May,Fishing,Other Inury,Unprovoked,1.0
969,AUSTRALIA,2017,May,Other,Other Inury,Provoked,1.0
970,AUSTRALIA,2017,Nov,Other,Laceration,Unprovoked,1.0
971,AUSTRALIA,2017,Oct,Diving,Other Inury,Unprovoked,1.0
972,AUSTRALIA,2017,Oct,Fishing,No injury,Unprovoked,1.0
973,AUSTRALIA,2017,Oct,Other,No injury,Unprovoked,1.0
974,AUSTRALIA,2017,Sep,Fishing,No injury,Unprovoked,1.0
975,AUSTRALIA,2017,Sep,Other,Laceration,Unprovoked,1.0
976,AUSTRALIA,2017,Sep,Other,No injury,Unprovoked,1.0
977,AUSTRALIA,2017,Sep,Swimming,No injury,Unprovoked,1.0
978,AUSTRALIA,2018,Apr,Other,Laceration,Unprovoked,2.0
979,AUSTRALIA,2018,Apr,Other,No injury,Unprovoked,4.0
980,AUSTRALIA,2018,Dec,Other,Laceration,Unprovoked,1.0
981,AUSTRALIA,2018,Feb,Fishing,No injury,Provoked,1.0
982,AUSTRALIA,2018,Feb,Fishing,No injury,Unprovoked,1.0
983,AUSTRALIA,2018,Feb,Other,Laceration,Unprovoked,1.0
984,AUSTRALIA,2018,Feb,Swimming,No injury,Unprovoked,1.0
985,AUSTRALIA,2018,Feb,Swimming,Other Inury,Unprovoked,1.0
986,AUSTRALIA,2018,Jan,Diving,No injury,Unprovoked,1.0
987,AUSTRALIA,2018,Jan,Other,Laceration,Unprovoked,1.0
988,AUSTRALIA,2018,Jan,Other,Other Inury,Unprovoked,1.0
989,AUSTRALIA,2018,Jun,Other,No injury,Unprovoked,2.0
990,AUSTRALIA,2018,Mar,Other,No injury,Unprovoked,1.0
991,AUSTRALIA,2018,Mar,Swimming,No injury,Unprovoked,2.0
992,AUSTRALIA,2018,May,Other,Laceration,Provoked,1.0
993,AUSTRALIA,2018,May,Other,No injury,Unprovoked,1.0
994,AUSTRALIA,2018,Nov,Fishing,Laceration,Unprovoked,1.0
995,AUSTRALIA,2018,Nov,Other,Other Inury,Unprovoked,3.0
996,AUSTRALIA,2018,Nov,Swimming,Fatal,Unprovoked,1.0
997,AUSTRALIA,2018,Oct,Fishing,No injury,Unprovoked,1.0
998,AUSTRALIA,2018,Oct,Fishing,Other Inury,Provoked,1.0
999,AUSTRALIA,2018,Oct,Other,No injury,Unprovoked,1.0
1000,AUSTRALIA,2018,Oct,Other,Other Inury,Unprovoked,1.0
1001,AUSTRALIA,2019,Apr,Fishing,Other Inury,Unprovoked,1.0
1002,AUSTRALIA,2019,Dec,Diving,Other Inury,Unprovoked,1.0
1003,AUSTRALIA,2019,Dec,Swimming,No injury,Unprovoked,1.0
1004,AUSTRALIA,2019,Feb,Other,Laceration,Unprovoked,1.0
1005,AUSTRALIA,2019,Feb,Other,No injury,Unprovoked,1.0
1006,AUSTRALIA,2019,Jan,Swimming,No injury,Unprovoked,1.0
1007,AUSTRALIA,2019,Jan,Swimming,Other Inury,Unprovoked,1.0
1008,AUSTRALIA,2019,Jun,Other,No injury,Unprovoked,1.0
1009,AUSTRALIA,2019,Jun,Other,Other Inury,Unprovoked,1.0
1010,AUSTRALIA,2019,Mar,Swimming,Other Inury,Unprovoked,1.0
1011,AUSTRALIA,2019,May,Other,Laceration,Unprovoked,1.0
1012,AUSTRALIA,2019,Nov,Diving,Laceration,Unprovoked,1.0
1013,AUSTRALIA,2019,Nov,Fishing,Fatal,Unprovoked,1.0
1014,AUSTRALIA,2019,Oct,Diving,Laceration,Unprovoked,1.0
1015,AUSTRALIA,2019,Oct,Other,No injury,Unprovoked,2.0
1016,AUSTRALIA,2019,Sep,Fishing,No injury,Unprovoked,1.0
1017,AUSTRALIA,2019,Sep,Fishing,Other Inury,Provoked,1.0
1018,AUSTRALIA,2020,Jan,Diving,Fatal,Unprovoked,1.0
1019,AUSTRALIA,2020,Jan,Other,Laceration,Unprovoked,1.0
1020,AUSTRALIA,2020,Jan,Swimming,Laceration,Unprovoked,1.0
1021,AUSTRALIA,2020,Jan,Swimming,Other Inury,Unprovoked,1.0
1022,BAHAMAS,1860,Mar,Other,Fatal,Unprovoked,1.0
1023,BAHAMAS,1872,Oct,Other,Fatal,Unprovoked,1.0
1024,BAHAMAS,1892,Apr,Other,Fatal,Unprovoked,1.0
1025,BAHAMAS,1895,May,Other,Other Inury,Unprovoked,1.0
1026,BAHAMAS,1899,Jul,Other,Fatal,Unprovoked,1.0
1027,BAHAMAS,1916,Jul,Other,Fatal,Unprovoked,1.0
1028,BAHAMAS,1932,Aug,Other,No injury,Provoked,1.0
1029,BAHAMAS,1939,Jul,Other,No injury,Provoked,1.0
1030,BAHAMAS,1947,Feb,Other,Other Inury,Provoked,1.0
1031,BAHAMAS,1948,Aug,Fishing,Other Inury,Provoked,1.0
1032,BAHAMAS,1958,Jul,Fishing,No injury,Unprovoked,1.0
1033,BAHAMAS,1958,Sep,Fishing,Other Inury,Unprovoked,1.0
1034,BAHAMAS,1964,Jul,Other,Other Inury,Provoked,1.0
1035,BAHAMAS,1965,Oct,Swimming,Fatal,Unprovoked,1.0
1036,BAHAMAS,1965,Oct,Swimming,Other Inury,Unprovoked,1.0
1037,BAHAMAS,1966,Aug,Diving,No injury,Unprovoked,1.0
1038,BAHAMAS,1967,Aug,Diving,No injury,Unprovoked,1.0
1039,BAHAMAS,1968,Jul,Swimming,Fatal,Unprovoked,1.0
1040,BAHAMAS,1968,Jun,Fishing,Other Inury,Unprovoked,1.0
1041,BAHAMAS,1973,Sep,Fishing,Other Inury,Unprovoked,1.0
1042,BAHAMAS,1981,Aug,Diving,Other Inury,Unprovoked,1.0
1043,BAHAMAS,1982,Jun,Fishing,Other Inury,Unprovoked,1.0
1044,BAHAMAS,1983,Jul,Fishing,Laceration,Unprovoked,1.0
1045,BAHAMAS,1983,Jun,Fishing,Fatal,Unprovoked,1.0
1046,BAHAMAS,1986,Dec,Other,No injury,Unprovoked,1.0
1047,BAHAMAS,1987,Jul,Diving,Other Inury,Unprovoked,1.0
1048,BAHAMAS,1987,Jul,Fishing,Other Inury,Unprovoked,1.0
1049,BAHAMAS,1988,Jul,Diving,Other Inury,Unprovoked,1.0
1050,BAHAMAS,1988,Jul,Fishing,Laceration,Unprovoked,1.0
1051,BAHAMAS,1988,Jul,Fishing,Other Inury,Unprovoked,2.0
1052,BAHAMAS,1988,Jul,Other,Other Inury,Unprovoked,1.0
1053,BAHAMAS,1989,Aug,Fishing,Other Inury,Unprovoked,1.0
1054,BAHAMAS,1990,Jun,Fishing,Other Inury,Unprovoked,1.0
1055,BAHAMAS,1992,Aug,Fishing,Other Inury,Unprovoked,1.0
1056,BAHAMAS,1993,Aug,Fishing,Other Inury,Unprovoked,1.0
1057,BAHAMAS,1994,Apr,Swimming,Other Inury,Unprovoked,1.0
1058,BAHAMAS,1994,Jun,Fishing,Other Inury,Unprovoked,1.0
1059,BAHAMAS,1996,Jul,Other,Other Inury,Unprovoked,1.0
1060,BAHAMAS,1997,May,Fishing,Other Inury,Unprovoked,2.0
1061,BAHAMAS,1998,Aug,Fishing,Other Inury,Unprovoked,1.0
1062,BAHAMAS,1999,Aug,Fishing,Other Inury,Unprovoked,1.0
1063,BAHAMAS,2001,Aug,Fishing,Other Inury,Unprovoked,2.0
1064,BAHAMAS,2001,Aug,Swimming,Other Inury,Unprovoked,1.0
1065,BAHAMAS,2002,Apr,Other,Other Inury,Unprovoked,1.0
1066,BAHAMAS,2003,Jul,Fishing,Other Inury,Unprovoked,2.0
1067,BAHAMAS,2004,May,Fishing,Other Inury,Provoked,1.0
1068,BAHAMAS,2005,Oct,Other,Laceration,Unprovoked,1.0
1069,BAHAMAS,2006,Jun,Fishing,Other Inury,Unprovoked,1.0
1070,BAHAMAS,2006,Oct,Diving,Laceration,Unprovoked,1.0
1071,BAHAMAS,2007,Jul,Fishing,Laceration,Unprovoked,1.0
1072,BAHAMAS,2007,May,Other,Laceration,Provoked,1.0
1073,BAHAMAS,2007,Sep,Fishing,Other Inury,Unprovoked,1.0
1074,BAHAMAS,2008,Feb,Other,Fatal,Unprovoked,1.0
1075,BAHAMAS,2008,Jun,Fishing,Laceration,Unprovoked,1.0
1076,BAHAMAS,2008,May,Other,Other Inury,Unprovoked,1.0
1077,BAHAMAS,2009,Jul,Fishing,Laceration,Unprovoked,1.0
1078,BAHAMAS,2009,Jul,Fishing,No injury,Provoked,1.0
1079,BAHAMAS,2009,Mar,Fishing,Laceration,Provoked,1.0
1080,BAHAMAS,2010,Oct,Diving,Other Inury,Unprovoked,1.0
1081,BAHAMAS,2010,Oct,Other,Other Inury,Unprovoked,1.0
1082,BAHAMAS,2011,Jan,Diving,Other Inury,Unprovoked,1.0
1083,BAHAMAS,2011,Jul,Diving,Other Inury,Unprovoked,1.0
1084,BAHAMAS,2012,Jan,Other,No injury,Unprovoked,1.0
1085,BAHAMAS,2012,Jul,Fishing,Laceration,Unprovoked,1.0
1086,BAHAMAS,2013,Aug,Fishing,Other Inury,Unprovoked,1.0
1087,BAHAMAS,2013,Jul,Fishing,Other Inury,Unprovoked,2.0
1088,BAHAMAS,2013,Jul,Other,Other Inury,Unprovoked,1.0
1089,BAHAMAS,2013,Mar,Fishing,Other Inury,Unprovoked,1.0
1090,BAHAMAS,2013,Nov,Fishing,Other Inury,Provoked,1.0
1091,BAHAMAS,2014,Aug,Fishing,Laceration,Unprovoked,1.0
1092,BAHAMAS,2014,Jun,Fishing,No injury,Unprovoked,1.0
1093,BAHAMAS,2015,Dec,Fishing,Other Inury,Unprovoked,1.0
1094,BAHAMAS,2015,Jan,Diving,Laceration,Unprovoked,1.0
1095,BAHAMAS,2015,Jul,Fishing,Laceration,Unprovoked,1.0
1096,BAHAMAS,2016,Aug,Diving,Laceration,Unprovoked,1.0
1097,BAHAMAS,2016,Jul,Diving,Other Inury,Unprovoked,1.0
1098,BAHAMAS,2016,Jul,Fishing,Laceration,Unprovoked,1.0
1099,BAHAMAS,2017,Aug,Fishing,Other Inury,Unprovoked,1.0
1100,BAHAMAS,2017,Dec,Diving,No injury,Unprovoked,1.0
1101,BAHAMAS,2017,Feb,Diving,Laceration,Unprovoked,1.0
1102,BAHAMAS,2017,Jul,Diving,Other Inury,Unprovoked,1.0
1103,BAHAMAS,2017,Jul,Fishing,Laceration,Unprovoked,1.0
1104,BAHAMAS,2017,Jun,Diving,Other Inury,Unprovoked,1.0
1105,BAHAMAS,2017,Jun,Other,Other Inury,Unprovoked,1.0
1106,BAHAMAS,2017,Mar,Other,Laceration,Unprovoked,1.0
1107,BAHAMAS,2017,Mar,Swimming,No injury,Unprovoked,1.0
1108,BAHAMAS,2018,Apr,Other,No injury,Unprovoked,1.0
1109,BAHAMAS,2018,Apr,Swimming,Laceration,Unprovoked,1.0
1110,BAHAMAS,2018,Jul,Swimming,No injury,Unprovoked,1.0
1111,BAHAMAS,2018,Nov,Swimming,Laceration,Unprovoked,1.0
1112,BAHAMAS,2019,Jun,Diving,Fatal,Unprovoked,1.0
1113,BAHAMAS,2020,Jan,Swimming,Other Inury,Provoked,1.0
1114,BERMUDA,1926,Oct,Other,Other Inury,Unprovoked,1.0
1115,BERMUDA,1934,Oct,Fishing,Other Inury,Provoked,1.0
1116,BERMUDA,1934,Sep,Fishing,No injury,Provoked,1.0
1117,BERMUDA,1954,Jul,Swimming,Laceration,Unprovoked,1.0
1118,BERMUDA,1959,Apr,Fishing,Other Inury,Unprovoked,1.0
1119,BERMUDA,1960,May,Diving,Other Inury,Unprovoked,1.0
1120,BERMUDA,1961,Aug,Fishing,Other Inury,Unprovoked,1.0
1121,BERMUDA,1964,Jun,Other,Other Inury,Unprovoked,1.0
1122,BERMUDA,1967,Aug,Swimming,Other Inury,Unprovoked,1.0
1123,BERMUDA,1981,Mar,Other,Other Inury,Unprovoked,1.0
1124,BRAZIL,1878,Feb,Other,Fatal,Unprovoked,1.0
1125,BRAZIL,1884,Apr,Other,Fatal,Unprovoked,1.0
1126,BRAZIL,1887,Jan,Other,Fatal,Unprovoked,1.0
1127,BRAZIL,1927,Oct,Other,Other Inury,Unprovoked,1.0
1128,BRAZIL,1943,Mar,Other,Fatal,Unprovoked,1.0
1129,BRAZIL,1947,Feb,Swimming,Fatal,Unprovoked,1.0
1130,BRAZIL,1947,Oct,Swimming,Fatal,Unprovoked,1.0
1131,BRAZIL,1974,Apr,Fishing,Fatal,Unprovoked,1.0
1132,BRAZIL,1980,Mar,Swimming,Other Inury,Unprovoked,1.0
1133,BRAZIL,1980,Nov,Swimming,Fatal,Unprovoked,1.0
1134,BRAZIL,1981,Feb,Fishing,Other Inury,Unprovoked,1.0
1135,BRAZIL,1991,Apr,Fishing,Other Inury,Provoked,1.0
1136,BRAZIL,1992,Jul,Other,Other Inury,Unprovoked,2.0
1137,BRAZIL,1992,Jun,Swimming,Fatal,Unprovoked,1.0
1138,BRAZIL,1992,Oct,Other,Other Inury,Unprovoked,1.0
1139,BRAZIL,1992,Sep,Other,Other Inury,Unprovoked,1.0
1140,BRAZIL,1992,Sep,Swimming,Fatal,Unprovoked,1.0
1141,BRAZIL,1993,Jan,Other,Other Inury,Unprovoked,1.0
1142,BRAZIL,1993,Jun,Swimming,Fatal,Unprovoked,1.0
1143,BRAZIL,1993,Mar,Other,Other Inury,Unprovoked,1.0
1144,BRAZIL,1994,Dec,Other,Fatal,Unprovoked,1.0
1145,BRAZIL,1994,Dec,Other,Other Inury,Unprovoked,2.0
1146,BRAZIL,1994,Jan,Swimming,Other Inury,Unprovoked,1.0
1147,BRAZIL,1994,Jul,Other,Other Inury,Unprovoked,2.0
1148,BRAZIL,1994,Jul,Swimming,Fatal,Unprovoked,1.0
1149,BRAZIL,1994,Mar,Other,Other Inury,Unprovoked,1.0
1150,BRAZIL,1994,Oct,Other,Other Inury,Unprovoked,2.0
1151,BRAZIL,1995,Aug,Other,Other Inury,Unprovoked,1.0
1152,BRAZIL,1995,Jan,Other,Other Inury,Unprovoked,1.0
1153,BRAZIL,1995,Jul,Other,Fatal,Unprovoked,1.0
1154,BRAZIL,1995,Mar,Swimming,Fatal,Unprovoked,1.0
1155,BRAZIL,1996,Apr,Swimming,Fatal,Unprovoked,1.0
1156,BRAZIL,1996,Oct,Other,Other Inury,Unprovoked,2.0
1157,BRAZIL,1997,Apr,Other,Other Inury,Unprovoked,1.0
1158,BRAZIL,1997,Jul,Other,Other Inury,Unprovoked,2.0
1159,BRAZIL,1997,Sep,Swimming,Fatal,Unprovoked,1.0
1160,BRAZIL,1998,Apr,Swimming,Fatal,Unprovoked,1.0
1161,BRAZIL,1998,Jul,Other,Laceration,Unprovoked,1.0
1162,BRAZIL,1998,Nov,Other,Fatal,Unprovoked,1.0
1163,BRAZIL,1998,Oct,Other,Other Inury,Unprovoked,1.0
1164,BRAZIL,1999,Dec,Fishing,Other Inury,Unprovoked,1.0
1165,BRAZIL,1999,Dec,Other,Other Inury,Unprovoked,1.0
1166,BRAZIL,1999,Mar,Other,Other Inury,Provoked,1.0
1167,BRAZIL,1999,May,Other,Other Inury,Unprovoked,1.0
1168,BRAZIL,1999,Nov,Swimming,Other Inury,Unprovoked,1.0
1169,BRAZIL,2001,Mar,Swimming,Fatal,Unprovoked,1.0
1170,BRAZIL,2002,Dec,Other,Fatal,Unprovoked,1.0
1171,BRAZIL,2002,Jan,Swimming,Fatal,Unprovoked,1.0
1172,BRAZIL,2002,Jul,Other,Other Inury,Unprovoked,1.0
1173,BRAZIL,2002,Mar,Swimming,Fatal,Unprovoked,1.0
1174,BRAZIL,2002,May,Other,Other Inury,Unprovoked,1.0
1175,BRAZIL,2002,Oct,Swimming,Fatal,Unprovoked,1.0
1176,BRAZIL,2002,Sep,Swimming,Other Inury,Unprovoked,1.0
1177,BRAZIL,2003,Apr,Other,Laceration,Provoked,1.0
1178,BRAZIL,2003,Apr,Other,Other Inury,Unprovoked,1.0
1179,BRAZIL,2003,Apr,Swimming,Other Inury,Unprovoked,2.0
1180,BRAZIL,2004,Aug,Swimming,Other Inury,Unprovoked,1.0
1181,BRAZIL,2004,Feb,Swimming,Fatal,Unprovoked,1.0
1182,BRAZIL,2004,Mar,Other,Other Inury,Unprovoked,1.0
1183,BRAZIL,2004,May,Swimming,Fatal,Unprovoked,1.0
1184,BRAZIL,2004,May,Swimming,Other Inury,Unprovoked,2.0
1185,BRAZIL,2004,Sep,Swimming,Fatal,Unprovoked,1.0
1186,BRAZIL,2005,Feb,Other,Other Inury,Unprovoked,1.0
1187,BRAZIL,2006,Apr,Swimming,Other Inury,Unprovoked,1.0
1188,BRAZIL,2006,Jun,Other,Fatal,Unprovoked,1.0
1189,BRAZIL,2006,May,Other,Other Inury,Unprovoked,1.0
1190,BRAZIL,2007,Dec,Fishing,Other Inury,Unprovoked,1.0
1191,BRAZIL,2008,Jun,Other,Laceration,Unprovoked,1.0
1192,BRAZIL,2008,Jun,Other,No injury,Unprovoked,1.0
1193,BRAZIL,2008,Jun,Swimming,Other Inury,Unprovoked,1.0
1194,BRAZIL,2009,Sep,Swimming,Fatal,Unprovoked,1.0
1195,BRAZIL,2010,Jan,Other,Other Inury,Unprovoked,1.0
1196,BRAZIL,2011,Jun,Other,Laceration,Unprovoked,1.0
1197,BRAZIL,2011,Nov,Other,Other Inury,Unprovoked,1.0
1198,BRAZIL,2012,Aug,Swimming,Fatal,Unprovoked,1.0
1199,BRAZIL,2013,Jul,Swimming,Fatal,Unprovoked,1.0
1200,BRAZIL,2014,Jun,Fishing,Other Inury,Unprovoked,1.0
1201,BRAZIL,2015,Dec,Diving,Other Inury,Unprovoked,1.0
1202,BRAZIL,2016,Feb,Swimming,Laceration,Unprovoked,1.0
1203,BRAZIL,2016,Mar,Swimming,No injury,Unprovoked,1.0
1204,BRAZIL,2017,Feb,Other,No injury,Provoked,1.0
1205,BRAZIL,2017,Jan,Swimming,Laceration,Unprovoked,1.0
1206,BRAZIL,2018,Apr,Fishing,Other Inury,Unprovoked,1.0
1207,BRAZIL,2018,Feb,Fishing,Laceration,Unprovoked,1.0
1208,BRAZIL,2018,Jan,Other,No injury,Unprovoked,1.0
1209,BRAZIL,2018,Jun,Swimming,Fatal,Unprovoked,1.0
1210,BRAZIL,2019,Feb,Other,No injury,Unprovoked,1.0
1211,CANADA,1860,Oct,Fishing,Fatal,Unprovoked,1.0
1212,CANADA,1874,Apr,Fishing,Other Inury,Unprovoked,1.0
1213,CANADA,1888,Aug,Other,Fatal,Unprovoked,1.0
1214,CANADA,1891,Aug,Other,Fatal,Unprovoked,1.0
1215,CANADA,1920,Jun,Other,No injury,Provoked,1.0
1216,CANADA,1925,Jan,Other,No injury,Unprovoked,1.0
1217,CANADA,1932,Jul,Fishing,No injury,Unprovoked,1.0
1218,CANADA,1936,Aug,Fishing,No injury,Provoked,1.0
1219,CANADA,1953,Jul,Fishing,Other Inury,Unprovoked,1.0
1220,CANADA,2000,Dec,Other,No injury,Unprovoked,1.0
1221,COSTA RICA,1913,Jul,Swimming,Fatal,Unprovoked,1.0
1222,COSTA RICA,1919,Sep,Swimming,Fatal,Unprovoked,1.0
1223,COSTA RICA,1928,Feb,Swimming,Other Inury,Unprovoked,2.0
1224,COSTA RICA,1938,May,Fishing,Fatal,Unprovoked,1.0
1225,COSTA RICA,1956,Jan,Swimming,Fatal,Unprovoked,1.0
1226,COSTA RICA,1964,Feb,Swimming,Fatal,Unprovoked,1.0
1227,COSTA RICA,2002,May,Other,Other Inury,Unprovoked,1.0
1228,COSTA RICA,2003,Jan,Other,Other Inury,Unprovoked,1.0
1229,COSTA RICA,2011,Jun,Other,Fatal,Unprovoked,1.0
1230,COSTA RICA,2015,Jul,Other,No injury,Unprovoked,1.0
1231,COSTA RICA,2017,Nov,Diving,Fatal,Unprovoked,1.0
1232,COSTA RICA,2017,Nov,Diving,Other Inury,Unprovoked,1.0
1233,COSTA RICA,2018,Apr,Diving,No injury,Unprovoked,1.0
1234,CROATIA,1874,Nov,Fishing,No injury,Unprovoked,1.0
1235,CROATIA,1900,Jul,Swimming,Fatal,Unprovoked,1.0
1236,CROATIA,1902,Aug,Fishing,No injury,Unprovoked,1.0
1237,CROATIA,1907,Aug,Swimming,Fatal,Unprovoked,2.0
1238,CROATIA,1907,Jul,Swimming,Fatal,Unprovoked,1.0
1239,CROATIA,1907,Sep,Swimming,Fatal,Unprovoked,1.0
1240,CROATIA,1908,Jul,Other,Fatal,Unprovoked,1.0
1241,CROATIA,1914,Jul,Other,No injury,Unprovoked,1.0
1242,CROATIA,1934,Aug,Swimming,Fatal,Unprovoked,1.0
1243,CROATIA,1935,Jul,Swimming,Fatal,Unprovoked,1.0
1244,CROATIA,1954,Oct,Other,No injury,Unprovoked,1.0
1245,CROATIA,1955,Aug,Swimming,Fatal,Unprovoked,1.0
1246,CROATIA,1958,Aug,Swimming,Other Inury,Unprovoked,1.0
