,Country,Year,Month,Activity_new,Injuries_new,Type_new,occurence_per_month
2086,SOUTH AFRICA,1911,May,Swimming,Fatal,Unprovoked,2.0
2087,SOUTH AFRICA,1913,Jul,Fishing,Fatal,Unprovoked,1.0
2088,SOUTH AFRICA,1913,Jul,Swimming,Fatal,Unprovoked,1.0
2089,SOUTH AFRICA,1920,Feb,Swimming,Other Inury,Unprovoked,1.0
2090,SOUTH AFRICA,1922,May,Swimming,Other Inury,Unprovoked,1.0
2091,SOUTH AFRICA,1924,Jan,Swimming,Fatal,Unprovoked,1.0
2092,SOUTH AFRICA,1924,Jan,Swimming,Other Inury,Unprovoked,1.0
2093,SOUTH AFRICA,1926,Jan,Swimming,Other Inury,Unprovoked,1.0
2094,SOUTH AFRICA,1927,Dec,Swimming,Fatal,Unprovoked,1.0
2095,SOUTH AFRICA,1927,Jan,Other,Other Inury,Unprovoked,1.0
2096,SOUTH AFRICA,1928,Jan,Other,Other Inury,Unprovoked,1.0
2097,SOUTH AFRICA,1930,Jan,Swimming,Other Inury,Unprovoked,1.0
2098,SOUTH AFRICA,1934,Apr,Swimming,Fatal,Unprovoked,1.0
2099,SOUTH AFRICA,1934,Apr,Swimming,Other Inury,Unprovoked,1.0
2100,SOUTH AFRICA,1935,Mar,Other,Other Inury,Provoked,1.0
2101,SOUTH AFRICA,1935,May,Other,Other Inury,Provoked,1.0
2102,SOUTH AFRICA,1936,Jul,Fishing,No injury,Unprovoked,1.0
2103,SOUTH AFRICA,1938,Jan,Fishing,Other Inury,Provoked,1.0
2104,SOUTH AFRICA,1940,Dec,Swimming,Fatal,Unprovoked,1.0
2105,SOUTH AFRICA,1940,Feb,Swimming,Fatal,Unprovoked,1.0
2106,SOUTH AFRICA,1940,Jan,Swimming,Fatal,Unprovoked,1.0
2107,SOUTH AFRICA,1940,Mar,Other,Fatal,Unprovoked,1.0
2108,SOUTH AFRICA,1942,Nov,Other,Other Inury,Unprovoked,1.0
2109,SOUTH AFRICA,1942,Nov,Swimming,Fatal,Unprovoked,1.0
2110,SOUTH AFRICA,1942,Nov,Swimming,Other Inury,Unprovoked,1.0
2111,SOUTH AFRICA,1943,Dec,Other,Fatal,Unprovoked,1.0
2112,SOUTH AFRICA,1943,Mar,Swimming,Fatal,Unprovoked,1.0
2113,SOUTH AFRICA,1943,Nov,Swimming,Other Inury,Unprovoked,1.0
2114,SOUTH AFRICA,1944,Aug,Swimming,Fatal,Unprovoked,1.0
2115,SOUTH AFRICA,1944,Feb,Other,Other Inury,Unprovoked,1.0
2116,SOUTH AFRICA,1944,Jan,Other,Fatal,Unprovoked,1.0
2117,SOUTH AFRICA,1944,Jan,Swimming,Fatal,Unprovoked,1.0
2118,SOUTH AFRICA,1944,Mar,Other,Fatal,Unprovoked,1.0
2119,SOUTH AFRICA,1944,Mar,Other,Other Inury,Unprovoked,2.0
2120,SOUTH AFRICA,1945,Mar,Other,Other Inury,Unprovoked,1.0
2121,SOUTH AFRICA,1946,Feb,Other,Other Inury,Unprovoked,1.0
2122,SOUTH AFRICA,1946,Feb,Swimming,Other Inury,Unprovoked,1.0
2123,SOUTH AFRICA,1946,Jan,Other,Other Inury,Unprovoked,3.0
2124,SOUTH AFRICA,1946,Jan,Swimming,Other Inury,Unprovoked,1.0
2125,SOUTH AFRICA,1947,Apr,Other,Other Inury,Unprovoked,2.0
2126,SOUTH AFRICA,1947,Jan,Other,Other Inury,Unprovoked,1.0
2127,SOUTH AFRICA,1947,Jul,Swimming,Other Inury,Unprovoked,1.0
2128,SOUTH AFRICA,1947,Mar,Other,Laceration,Unprovoked,1.0
2129,SOUTH AFRICA,1947,Mar,Swimming,Other Inury,Unprovoked,1.0
2130,SOUTH AFRICA,1948,Apr,Other,Other Inury,Provoked,1.0
2131,SOUTH AFRICA,1950,Apr,Fishing,Other Inury,Unprovoked,1.0
2132,SOUTH AFRICA,1950,Feb,Other,Fatal,Unprovoked,1.0
2133,SOUTH AFRICA,1950,Mar,Other,Fatal,Unprovoked,1.0
2134,SOUTH AFRICA,1950,Mar,Swimming,Laceration,Unprovoked,1.0
2135,SOUTH AFRICA,1950,May,Other,Other Inury,Unprovoked,1.0
2136,SOUTH AFRICA,1951,Feb,Other,Laceration,Unprovoked,1.0
2137,SOUTH AFRICA,1951,Jan,Swimming,Fatal,Unprovoked,1.0
2138,SOUTH AFRICA,1951,Mar,Other,Other Inury,Unprovoked,1.0
2139,SOUTH AFRICA,1951,Nov,Other,Laceration,Unprovoked,1.0
2140,SOUTH AFRICA,1951,Nov,Swimming,Other Inury,Unprovoked,1.0
2141,SOUTH AFRICA,1953,Dec,Swimming,Laceration,Unprovoked,1.0
2142,SOUTH AFRICA,1953,Dec,Swimming,Other Inury,Unprovoked,1.0
2143,SOUTH AFRICA,1954,Dec,Swimming,Laceration,Unprovoked,1.0
2144,SOUTH AFRICA,1954,Feb,Other,Other Inury,Unprovoked,1.0
2145,SOUTH AFRICA,1955,Jan,Other,Fatal,Unprovoked,1.0
2146,SOUTH AFRICA,1956,Aug,Fishing,No injury,Unprovoked,1.0
2147,SOUTH AFRICA,1956,May,Fishing,No injury,Unprovoked,1.0
2148,SOUTH AFRICA,1956,Oct,Diving,Other Inury,Unprovoked,1.0
2149,SOUTH AFRICA,1957,Dec,Other,Fatal,Unprovoked,1.0
2150,SOUTH AFRICA,1957,Dec,Other,Laceration,Unprovoked,1.0
2151,SOUTH AFRICA,1957,Dec,Other,Other Inury,Unprovoked,2.0
2152,SOUTH AFRICA,1957,Dec,Swimming,Fatal,Unprovoked,1.0
2153,SOUTH AFRICA,1957,Jan,Swimming,Fatal,Unprovoked,1.0
2154,SOUTH AFRICA,1958,Apr,Other,Fatal,Unprovoked,1.0
2155,SOUTH AFRICA,1958,Apr,Swimming,Fatal,Unprovoked,1.0
2156,SOUTH AFRICA,1958,Dec,Swimming,Fatal,Unprovoked,1.0
2157,SOUTH AFRICA,1958,Jan,Swimming,Fatal,Unprovoked,1.0
2158,SOUTH AFRICA,1959,Apr,Fishing,Other Inury,Unprovoked,1.0
2159,SOUTH AFRICA,1959,Feb,Other,Other Inury,Unprovoked,1.0
2160,SOUTH AFRICA,1959,Jan,Swimming,Other Inury,Unprovoked,1.0
2161,SOUTH AFRICA,1959,May,Fishing,No injury,Provoked,1.0
2162,SOUTH AFRICA,1959,Nov,Fishing,Other Inury,Unprovoked,1.0
2163,SOUTH AFRICA,1960,Apr,Fishing,Other Inury,Provoked,1.0
2164,SOUTH AFRICA,1960,Apr,Fishing,Other Inury,Unprovoked,1.0
2165,SOUTH AFRICA,1960,Apr,Other,Other Inury,Unprovoked,1.0
2166,SOUTH AFRICA,1960,Dec,Swimming,Fatal,Unprovoked,1.0
2167,SOUTH AFRICA,1960,Jan,Fishing,Other Inury,Provoked,1.0
2168,SOUTH AFRICA,1960,Nov,Other,No injury,Unprovoked,1.0
2169,SOUTH AFRICA,1960,Oct,Fishing,No injury,Unprovoked,1.0
2170,SOUTH AFRICA,1960,Oct,Fishing,Other Inury,Unprovoked,1.0
2171,SOUTH AFRICA,1961,Apr,Other,Other Inury,Provoked,1.0
2172,SOUTH AFRICA,1961,Dec,Other,Other Inury,Unprovoked,1.0
2173,SOUTH AFRICA,1961,Feb,Fishing,Other Inury,Unprovoked,1.0
2174,SOUTH AFRICA,1961,Feb,Swimming,Fatal,Unprovoked,1.0
2175,SOUTH AFRICA,1961,Jan,Fishing,No injury,Unprovoked,1.0
2176,SOUTH AFRICA,1961,Jan,Other,Other Inury,Unprovoked,2.0
2177,SOUTH AFRICA,1961,Jan,Swimming,Other Inury,Unprovoked,1.0
2178,SOUTH AFRICA,1961,Mar,Fishing,Other Inury,Provoked,1.0
2179,SOUTH AFRICA,1962,Apr,Fishing,Other Inury,Provoked,1.0
2180,SOUTH AFRICA,1962,Apr,Swimming,Other Inury,Unprovoked,1.0
2181,SOUTH AFRICA,1962,Aug,Fishing,No injury,Unprovoked,1.0
2182,SOUTH AFRICA,1962,Dec,Diving,Laceration,Provoked,1.0
2183,SOUTH AFRICA,1962,Dec,Fishing,No injury,Unprovoked,1.0
2184,SOUTH AFRICA,1962,Feb,Other,Fatal,Unprovoked,1.0
2185,SOUTH AFRICA,1962,Feb,Swimming,Fatal,Unprovoked,1.0
2186,SOUTH AFRICA,1962,Jan,Fishing,Other Inury,Unprovoked,1.0
2187,SOUTH AFRICA,1962,Jun,Other,No injury,Unprovoked,1.0
2188,SOUTH AFRICA,1962,Oct,Fishing,No injury,Unprovoked,1.0
2189,SOUTH AFRICA,1963,Apr,Swimming,Other Inury,Unprovoked,1.0
2190,SOUTH AFRICA,1963,Dec,Fishing,Other Inury,Unprovoked,1.0
2191,SOUTH AFRICA,1963,Dec,Other,Fatal,Unprovoked,1.0
2192,SOUTH AFRICA,1963,Dec,Other,Other Inury,Provoked,1.0
2193,SOUTH AFRICA,1963,Dec,Other,Other Inury,Unprovoked,1.0
2194,SOUTH AFRICA,1963,Dec,Swimming,Fatal,Unprovoked,1.0
2195,SOUTH AFRICA,1963,Dec,Swimming,Other Inury,Unprovoked,1.0
2196,SOUTH AFRICA,1963,Jan,Fishing,Laceration,Unprovoked,2.0
2197,SOUTH AFRICA,1963,Jan,Fishing,No injury,Unprovoked,1.0
2198,SOUTH AFRICA,1963,Jan,Fishing,Other Inury,Provoked,1.0
2199,SOUTH AFRICA,1964,Dec,Swimming,Other Inury,Unprovoked,1.0
2200,SOUTH AFRICA,1964,Jan,Other,Laceration,Unprovoked,1.0
2201,SOUTH AFRICA,1964,Jan,Other,No injury,Unprovoked,1.0
2202,SOUTH AFRICA,1964,Jan,Other,Other Inury,Unprovoked,2.0
2203,SOUTH AFRICA,1964,Jul,Fishing,Fatal,Unprovoked,1.0
2204,SOUTH AFRICA,1964,Jul,Other,No injury,Unprovoked,1.0
2205,SOUTH AFRICA,1964,Oct,Fishing,Other Inury,Provoked,1.0
2206,SOUTH AFRICA,1965,Feb,Other,Other Inury,Unprovoked,1.0
2207,SOUTH AFRICA,1965,Jan,Other,No injury,Unprovoked,1.0
2208,SOUTH AFRICA,1965,Jan,Other,Other Inury,Unprovoked,1.0
2209,SOUTH AFRICA,1966,Jan,Other,Other Inury,Provoked,1.0
2210,SOUTH AFRICA,1966,Jan,Other,Other Inury,Unprovoked,2.0
2211,SOUTH AFRICA,1967,Dec,Other,Other Inury,Unprovoked,1.0
2212,SOUTH AFRICA,1967,Jan,Fishing,No injury,Provoked,1.0
2213,SOUTH AFRICA,1967,Jan,Fishing,No injury,Unprovoked,1.0
2214,SOUTH AFRICA,1967,Jan,Other,Fatal,Unprovoked,1.0
2215,SOUTH AFRICA,1967,Mar,Fishing,Other Inury,Unprovoked,1.0
2216,SOUTH AFRICA,1968,Dec,Fishing,No injury,Unprovoked,1.0
2217,SOUTH AFRICA,1968,Mar,Swimming,Other Inury,Unprovoked,1.0
2218,SOUTH AFRICA,1968,Nov,Fishing,Other Inury,Unprovoked,1.0
2219,SOUTH AFRICA,1970,Jun,Diving,Laceration,Provoked,1.0
2220,SOUTH AFRICA,1971,Apr,Swimming,Laceration,Unprovoked,1.0
2221,SOUTH AFRICA,1971,Dec,Swimming,Other Inury,Unprovoked,1.0
2222,SOUTH AFRICA,1971,Jan,Other,Other Inury,Unprovoked,1.0
2223,SOUTH AFRICA,1971,Jun,Other,Other Inury,Unprovoked,1.0
2224,SOUTH AFRICA,1971,Oct,Swimming,Other Inury,Unprovoked,1.0
2225,SOUTH AFRICA,1972,Dec,Other,Other Inury,Unprovoked,1.0
2226,SOUTH AFRICA,1972,Dec,Swimming,No injury,Unprovoked,1.0
2227,SOUTH AFRICA,1972,Jan,Swimming,Fatal,Unprovoked,1.0
2228,SOUTH AFRICA,1973,Jan,Fishing,Other Inury,Provoked,1.0
2229,SOUTH AFRICA,1973,Mar,Fishing,Other Inury,Unprovoked,1.0
2230,SOUTH AFRICA,1973,Sep,Fishing,Fatal,Unprovoked,1.0
2231,SOUTH AFRICA,1974,Apr,Fishing,Other Inury,Unprovoked,1.0
2232,SOUTH AFRICA,1974,Apr,Other,Other Inury,Unprovoked,2.0
2233,SOUTH AFRICA,1974,Feb,Fishing,No injury,Unprovoked,2.0
2234,SOUTH AFRICA,1974,Feb,Swimming,Other Inury,Unprovoked,2.0
2235,SOUTH AFRICA,1974,Jan,Other,Laceration,Unprovoked,1.0
2236,SOUTH AFRICA,1974,Jan,Swimming,Other Inury,Unprovoked,1.0
2237,SOUTH AFRICA,1974,Mar,Fishing,No injury,Unprovoked,1.0
2238,SOUTH AFRICA,1974,Mar,Other,No injury,Unprovoked,1.0
2239,SOUTH AFRICA,1975,Apr,Fishing,No injury,Unprovoked,1.0
2240,SOUTH AFRICA,1975,Aug,Other,Other Inury,Unprovoked,1.0
2241,SOUTH AFRICA,1975,Feb,Fishing,Other Inury,Provoked,1.0
2242,SOUTH AFRICA,1975,Feb,Other,Other Inury,Unprovoked,1.0
2243,SOUTH AFRICA,1975,Mar,Other,Other Inury,Provoked,1.0
2244,SOUTH AFRICA,1975,Nov,Other,Other Inury,Unprovoked,1.0
2245,SOUTH AFRICA,1975,Sep,Other,Other Inury,Unprovoked,1.0
2246,SOUTH AFRICA,1976,Feb,Other,No injury,Unprovoked,1.0
2247,SOUTH AFRICA,1976,Jan,Fishing,No injury,Provoked,1.0
2248,SOUTH AFRICA,1976,Jan,Fishing,Other Inury,Provoked,1.0
2249,SOUTH AFRICA,1976,Mar,Fishing,No injury,Unprovoked,1.0
2250,SOUTH AFRICA,1976,May,Fishing,Other Inury,Unprovoked,1.0
2251,SOUTH AFRICA,1976,Nov,Fishing,No injury,Provoked,1.0
2252,SOUTH AFRICA,1976,Nov,Other,Other Inury,Unprovoked,1.0
2253,SOUTH AFRICA,1976,Oct,Other,No injury,Unprovoked,1.0
2254,SOUTH AFRICA,1976,Oct,Other,Other Inury,Unprovoked,1.0
2255,SOUTH AFRICA,1977,Aug,Fishing,No injury,Unprovoked,1.0
2256,SOUTH AFRICA,1977,Dec,Fishing,No injury,Unprovoked,1.0
2257,SOUTH AFRICA,1977,Dec,Other,Other Inury,Unprovoked,1.0
2258,SOUTH AFRICA,1977,Mar,Swimming,Other Inury,Unprovoked,1.0
2259,SOUTH AFRICA,1977,May,Fishing,Other Inury,Unprovoked,1.0
2260,SOUTH AFRICA,1977,Nov,Other,Other Inury,Provoked,1.0
2261,SOUTH AFRICA,1977,Oct,Fishing,No injury,Unprovoked,1.0
2262,SOUTH AFRICA,1978,Dec,Fishing,Fatal,Unprovoked,1.0
2263,SOUTH AFRICA,1978,Feb,Fishing,No injury,Unprovoked,1.0
2264,SOUTH AFRICA,1978,Feb,Other,No injury,Unprovoked,1.0
2265,SOUTH AFRICA,1978,Jan,Other,Other Inury,Unprovoked,1.0
2266,SOUTH AFRICA,1978,Sep,Fishing,No injury,Unprovoked,1.0
2267,SOUTH AFRICA,1979,Dec,Swimming,Other Inury,Unprovoked,1.0
2268,SOUTH AFRICA,1979,Feb,Other,Other Inury,Unprovoked,1.0
2269,SOUTH AFRICA,1979,May,Diving,Fatal,Unprovoked,1.0
2270,SOUTH AFRICA,1979,Nov,Fishing,No injury,Provoked,1.0
2271,SOUTH AFRICA,1979,Oct,Fishing,Other Inury,Provoked,1.0
2272,SOUTH AFRICA,1980,Jan,Fishing,No injury,Provoked,1.0
2273,SOUTH AFRICA,1980,Jan,Other,Other Inury,Unprovoked,1.0
2274,SOUTH AFRICA,1980,Jan,Swimming,Other Inury,Unprovoked,2.0
2275,SOUTH AFRICA,1980,Mar,Diving,Fatal,Unprovoked,1.0
2276,SOUTH AFRICA,1980,Mar,Fishing,Other Inury,Provoked,1.0
2277,SOUTH AFRICA,1980,May,Other,No injury,Unprovoked,1.0
2278,SOUTH AFRICA,1981,Feb,Swimming,Other Inury,Unprovoked,1.0
2279,SOUTH AFRICA,1981,Jul,Fishing,Laceration,Unprovoked,1.0
2280,SOUTH AFRICA,1981,Jul,Other,Laceration,Unprovoked,1.0
2281,SOUTH AFRICA,1981,May,Other,No injury,Unprovoked,2.0
2282,SOUTH AFRICA,1981,May,Other,Other Inury,Unprovoked,1.0
2283,SOUTH AFRICA,1981,Oct,Other,Other Inury,Provoked,1.0
2284,SOUTH AFRICA,1982,Aug,Swimming,Other Inury,Unprovoked,1.0
2285,SOUTH AFRICA,1982,Feb,Fishing,Other Inury,Provoked,1.0
2286,SOUTH AFRICA,1982,Jan,Swimming,Other Inury,Unprovoked,1.0
2287,SOUTH AFRICA,1982,Jul,Other,No injury,Unprovoked,1.0
2288,SOUTH AFRICA,1982,Jun,Other,Fatal,Unprovoked,1.0
2289,SOUTH AFRICA,1982,Sep,Other,No injury,Unprovoked,2.0
2290,SOUTH AFRICA,1983,Apr,Fishing,Laceration,Unprovoked,1.0
2291,SOUTH AFRICA,1983,Aug,Fishing,Other Inury,Unprovoked,1.0
2292,SOUTH AFRICA,1983,Dec,Swimming,Other Inury,Unprovoked,2.0
2293,SOUTH AFRICA,1983,Feb,Other,Laceration,Unprovoked,1.0
2294,SOUTH AFRICA,1983,Jan,Fishing,No injury,Unprovoked,1.0
2295,SOUTH AFRICA,1983,Jan,Other,Other Inury,Unprovoked,1.0
2296,SOUTH AFRICA,1983,Jul,Other,Other Inury,Unprovoked,1.0
2297,SOUTH AFRICA,1983,Mar,Fishing,Other Inury,Unprovoked,1.0
2298,SOUTH AFRICA,1983,Mar,Other,No injury,Unprovoked,1.0
2299,SOUTH AFRICA,1984,Feb,Diving,Other Inury,Provoked,1.0
2300,SOUTH AFRICA,1984,Feb,Fishing,Other Inury,Provoked,1.0
2301,SOUTH AFRICA,1984,Jan,Swimming,Other Inury,Unprovoked,1.0
2302,SOUTH AFRICA,1984,Jul,Fishing,No injury,Unprovoked,1.0
2303,SOUTH AFRICA,1984,Jun,Other,No injury,Unprovoked,1.0
2304,SOUTH AFRICA,1984,Mar,Other,No injury,Unprovoked,2.0
2305,SOUTH AFRICA,1984,May,Fishing,Other Inury,Unprovoked,1.0
2306,SOUTH AFRICA,1984,Nov,Other,Other Inury,Unprovoked,1.0
2307,SOUTH AFRICA,1985,Dec,Other,Other Inury,Unprovoked,1.0
2308,SOUTH AFRICA,1985,Jan,Fishing,No injury,Unprovoked,1.0
2309,SOUTH AFRICA,1985,Jan,Fishing,Other Inury,Provoked,1.0
2310,SOUTH AFRICA,1985,Jan,Other,Other Inury,Unprovoked,1.0
2311,SOUTH AFRICA,1985,Jan,Swimming,Other Inury,Unprovoked,1.0
2312,SOUTH AFRICA,1985,May,Fishing,Other Inury,Provoked,1.0
2313,SOUTH AFRICA,1985,Oct,Other,Laceration,Unprovoked,1.0
2314,SOUTH AFRICA,1986,Dec,Fishing,Other Inury,Unprovoked,1.0
2315,SOUTH AFRICA,1986,Dec,Other,Fatal,Unprovoked,1.0
2316,SOUTH AFRICA,1986,Feb,Fishing,Other Inury,Unprovoked,1.0
2317,SOUTH AFRICA,1986,Feb,Other,No injury,Unprovoked,2.0
2318,SOUTH AFRICA,1986,Feb,Swimming,Other Inury,Unprovoked,1.0
2319,SOUTH AFRICA,1986,Jul,Fishing,Laceration,Unprovoked,1.0
2320,SOUTH AFRICA,1986,Mar,Other,No injury,Unprovoked,1.0
2321,SOUTH AFRICA,1986,Mar,Other,Other Inury,Unprovoked,1.0
2322,SOUTH AFRICA,1986,Oct,Other,Laceration,Provoked,1.0
2323,SOUTH AFRICA,1986,Oct,Other,No injury,Unprovoked,1.0
2324,SOUTH AFRICA,1987,Jan,Fishing,Laceration,Unprovoked,1.0
2325,SOUTH AFRICA,1987,Oct,Fishing,Other Inury,Unprovoked,1.0
2326,SOUTH AFRICA,1987,Sep,Other,Other Inury,Unprovoked,1.0
2327,SOUTH AFRICA,1988,Feb,Other,Other Inury,Unprovoked,2.0
2328,SOUTH AFRICA,1988,Jan,Other,No injury,Provoked,1.0
2329,SOUTH AFRICA,1988,Jan,Other,Other Inury,Provoked,1.0
2330,SOUTH AFRICA,1988,Jun,Fishing,Other Inury,Unprovoked,1.0
2331,SOUTH AFRICA,1988,Mar,Other,Other Inury,Unprovoked,1.0
2332,SOUTH AFRICA,1989,Aug,Other,Other Inury,Unprovoked,1.0
2333,SOUTH AFRICA,1989,Feb,Fishing,Other Inury,Provoked,1.0
2334,SOUTH AFRICA,1989,Feb,Other,Laceration,Unprovoked,1.0
2335,SOUTH AFRICA,1989,Jan,Other,Other Inury,Unprovoked,1.0
2336,SOUTH AFRICA,1989,Jul,Other,Other Inury,Unprovoked,1.0
2337,SOUTH AFRICA,1989,Jun,Diving,Other Inury,Unprovoked,1.0
2338,SOUTH AFRICA,1989,Jun,Other,No injury,Unprovoked,1.0
2339,SOUTH AFRICA,1989,Nov,Fishing,Fatal,Unprovoked,1.0
2340,SOUTH AFRICA,1989,Sep,Diving,Other Inury,Unprovoked,1.0
2341,SOUTH AFRICA,1990,Apr,Other,Other Inury,Unprovoked,1.0
2342,SOUTH AFRICA,1990,Jun,Diving,Fatal,Unprovoked,1.0
2343,SOUTH AFRICA,1990,May,Fishing,No injury,Provoked,1.0
2344,SOUTH AFRICA,1990,May,Other,Other Inury,Unprovoked,1.0
2345,SOUTH AFRICA,1990,Sep,Fishing,Other Inury,Unprovoked,1.0
2346,SOUTH AFRICA,1991,Feb,Fishing,Other Inury,Unprovoked,1.0
2347,SOUTH AFRICA,1991,May,Diving,No injury,Unprovoked,1.0
2348,SOUTH AFRICA,1992,Apr,Other,Laceration,Unprovoked,1.0
2349,SOUTH AFRICA,1992,Jan,Fishing,Other Inury,Unprovoked,1.0
2350,SOUTH AFRICA,1992,Jan,Swimming,Other Inury,Unprovoked,1.0
2351,SOUTH AFRICA,1993,Jul,Other,Laceration,Unprovoked,1.0
2352,SOUTH AFRICA,1993,Sep,Fishing,Other Inury,Unprovoked,1.0
2353,SOUTH AFRICA,1994,Apr,Fishing,Fatal,Unprovoked,1.0
2354,SOUTH AFRICA,1994,Dec,Other,No injury,Unprovoked,1.0
2355,SOUTH AFRICA,1994,Feb,Fishing,Other Inury,Unprovoked,1.0
2356,SOUTH AFRICA,1994,Feb,Other,Other Inury,Unprovoked,1.0
2357,SOUTH AFRICA,1994,Jan,Other,Other Inury,Unprovoked,1.0
2358,SOUTH AFRICA,1994,Jan,Swimming,Other Inury,Unprovoked,1.0
2359,SOUTH AFRICA,1994,Jul,Other,Fatal,Unprovoked,1.0
2360,SOUTH AFRICA,1994,Jul,Other,Other Inury,Unprovoked,1.0
2361,SOUTH AFRICA,1994,Nov,Fishing,No injury,Unprovoked,1.0
2362,SOUTH AFRICA,1995,Feb,Swimming,Laceration,Unprovoked,1.0
2363,SOUTH AFRICA,1995,Jan,Swimming,Laceration,Unprovoked,1.0
2364,SOUTH AFRICA,1996,Dec,Other,Other Inury,Unprovoked,1.0
2365,SOUTH AFRICA,1996,Jun,Other,Other Inury,Unprovoked,1.0
2366,SOUTH AFRICA,1996,May,Other,Other Inury,Unprovoked,1.0
2367,SOUTH AFRICA,1996,Sep,Fishing,No injury,Provoked,1.0
2368,SOUTH AFRICA,1997,Dec,Fishing,Fatal,Unprovoked,1.0
2369,SOUTH AFRICA,1997,Dec,Other,Other Inury,Unprovoked,1.0
2370,SOUTH AFRICA,1997,Jul,Other,Fatal,Unprovoked,1.0
2371,SOUTH AFRICA,1997,Oct,Fishing,No injury,Unprovoked,1.0
2372,SOUTH AFRICA,1998,Aug,Fishing,Laceration,Provoked,1.0
2373,SOUTH AFRICA,1998,Aug,Fishing,Other Inury,Unprovoked,1.0
2374,SOUTH AFRICA,1998,Aug,Other,Other Inury,Unprovoked,1.0
2375,SOUTH AFRICA,1998,Dec,Other,Other Inury,Unprovoked,2.0
2376,SOUTH AFRICA,1998,Jan,Other,Other Inury,Unprovoked,1.0
2377,SOUTH AFRICA,1998,Jul,Other,Other Inury,Unprovoked,2.0
2378,SOUTH AFRICA,1998,Jul,Swimming,Other Inury,Unprovoked,1.0
2379,SOUTH AFRICA,1998,Jun,Other,Fatal,Unprovoked,1.0
2380,SOUTH AFRICA,1998,Jun,Other,Other Inury,Unprovoked,1.0
2381,SOUTH AFRICA,1998,Mar,Fishing,Other Inury,Unprovoked,1.0
2382,SOUTH AFRICA,1998,May,Other,Laceration,Unprovoked,1.0
2383,SOUTH AFRICA,1998,May,Other,Other Inury,Unprovoked,3.0
2384,SOUTH AFRICA,1998,Oct,Other,No injury,Unprovoked,1.0
2385,SOUTH AFRICA,1998,Sep,Fishing,Laceration,Unprovoked,1.0
2386,SOUTH AFRICA,1999,Jan,Other,No injury,Unprovoked,1.0
2387,SOUTH AFRICA,1999,Jul,Other,Fatal,Unprovoked,1.0
2388,SOUTH AFRICA,1999,Jul,Other,Other Inury,Unprovoked,2.0
2389,SOUTH AFRICA,1999,Nov,Other,Other Inury,Unprovoked,1.0
2390,SOUTH AFRICA,2000,Feb,Other,Other Inury,Unprovoked,1.0
2391,SOUTH AFRICA,2000,Jul,Other,No injury,Unprovoked,2.0
2392,SOUTH AFRICA,2000,Jul,Other,Other Inury,Unprovoked,1.0
2393,SOUTH AFRICA,2000,Sep,Diving,Other Inury,Unprovoked,1.0
2394,SOUTH AFRICA,2001,Apr,Other,Other Inury,Unprovoked,1.0
2395,SOUTH AFRICA,2001,May,Other,Other Inury,Unprovoked,1.0
2396,SOUTH AFRICA,2001,Oct,Other,No injury,Unprovoked,1.0
2397,SOUTH AFRICA,2002,Dec,Diving,Other Inury,Unprovoked,1.0
2398,SOUTH AFRICA,2002,Jan,Fishing,Other Inury,Unprovoked,1.0
2399,SOUTH AFRICA,2002,Jan,Other,Other Inury,Unprovoked,1.0
2400,SOUTH AFRICA,2002,Jun,Diving,Other Inury,Unprovoked,1.0
2401,SOUTH AFRICA,2002,Sep,Other,No injury,Unprovoked,1.0
2402,SOUTH AFRICA,2003,Aug,Other,No injury,Unprovoked,1.0
2403,SOUTH AFRICA,2003,Nov,Fishing,Fatal,Unprovoked,1.0
2404,SOUTH AFRICA,2003,Nov,Other,No injury,Unprovoked,1.0
2405,SOUTH AFRICA,2003,Sep,Fishing,No injury,Unprovoked,1.0
2406,SOUTH AFRICA,2003,Sep,Other,Fatal,Unprovoked,1.0
2407,SOUTH AFRICA,2004,Apr,Other,Other Inury,Unprovoked,1.0
2408,SOUTH AFRICA,2004,Aug,Fishing,No injury,Unprovoked,1.0
2409,SOUTH AFRICA,2004,Jan,Other,No injury,Unprovoked,1.0
2410,SOUTH AFRICA,2004,Jan,Other,Other Inury,Unprovoked,1.0
2411,SOUTH AFRICA,2004,Jun,Swimming,Fatal,Unprovoked,1.0
2412,SOUTH AFRICA,2004,Nov,Other,Laceration,Unprovoked,1.0
2413,SOUTH AFRICA,2004,Nov,Swimming,Fatal,Unprovoked,1.0
2414,SOUTH AFRICA,2004,Nov,Swimming,Laceration,Unprovoked,1.0
2415,SOUTH AFRICA,2004,Oct,Other,Laceration,Unprovoked,1.0
2416,SOUTH AFRICA,2004,Oct,Other,Other Inury,Unprovoked,1.0
2417,SOUTH AFRICA,2005,Jun,Fishing,Fatal,Unprovoked,1.0
2418,SOUTH AFRICA,2005,Mar,Other,Laceration,Unprovoked,1.0
2419,SOUTH AFRICA,2005,May,Other,Other Inury,Unprovoked,1.0
2420,SOUTH AFRICA,2005,Nov,Fishing,Laceration,Provoked,1.0
2421,SOUTH AFRICA,2005,Nov,Other,Laceration,Unprovoked,1.0
2422,SOUTH AFRICA,2005,Oct,Other,No injury,Unprovoked,1.0
2423,SOUTH AFRICA,2005,Oct,Other,Other Inury,Unprovoked,1.0
2424,SOUTH AFRICA,2006,Apr,Other,Other Inury,Unprovoked,1.0
2425,SOUTH AFRICA,2006,Aug,Other,No injury,Unprovoked,1.0
